Reviewed	Classification	UniProt	Title	PDB chain IDs
FALSE	3.3	O34327	O34327 Response regulator aspartate phosphatase J OS=Bacillus subtilis (strain 168) OX=224308 GN=rapJ PE=1 SV=1	4gyoA,4gyoB
FALSE	2.1	P02461	P02461 Collagen alpha-1(III) chain OS=Homo sapiens OX=9606 GN=COL3A1 PE=1 SV=4	4gyxA,4gyxB,4gyxC
FALSE	4.4	J3QW34	J3QW34 KmHsv2 OS=Kluyveromyces marxianus OX=4911 PE=1 SV=1	3vu4A,3vu4B
FALSE	4.1	A4AFX2	A4AFX2 Mandelate racemase/muconate lactonizing enzyme OS=marine actinobacterium PHSC20C1 OX=312284 GN=A20C1_08358 PE=1 SV=1	3msyA,3msyC,3no1C,3no1E
FALSE	3.3	Q60778	Q60778 NF-kappa-B inhibitor beta OS=Mus musculus OX=10090 GN=Nfkbib PE=1 SV=2	1k3zD,1oy3D
FALSE	4.3	P83051	P83051 Kunitz-type proteinase inhibitor BbCI OS=Bauhinia bauhinioides OX=166014 PE=1 SV=2	2gzbA,2gzbB
FALSE	4.1	Q2U1E8	Q2U1E8 MR_MLE domain-containing protein OS=Aspergillus oryzae (strain ATCC 42149 / RIB 40) OX=510516 GN=AO090011000058 PE=1 SV=1	2ps2A,2ps2B,2ps2C,2ps2D
FALSE	4.2	Q6YGZ0	Q6YGZ0 Green fluorescent protein OS=Aequorea coerulescens OX=210840 PE=1 SV=1	3lvaA
FALSE	4.4	A0A0H2UQE4	A0A0H2UQE4 Putative neuraminidase OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=SP_1326 PE=1 SV=1	4yw1A,4yw1B,4yw3A,4yz3A,4yz5B
FALSE	3.3	G2QD05	G2QD05 Uncharacterized protein OS=Myceliophthora thermophila (strain ATCC 42464 / BCRC 31852 / DSM 1799) OX=573729 GN=MYCTH_2303581 PE=1 SV=1	4kf8A
FALSE	5.4	Q91Y13	Q91Y13 Protocadherin alpha-7 OS=Mus musculus OX=10090 GN=Pcdha7 PE=1 SV=1	5dzvA,5dzvB
FALSE	3.4	Q5LAR6	Q5LAR6 Family of uncharacterized function (DUF3836) OS=Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / NCTC 9343 / Onslow) OX=272559 GN=BF9343_3026 PE=1 SV=1	3mswA
FALSE	4.4	E6UIS7	E6UIS7 4-O-beta-D-mannosyl-D-glucose phosphorylase OS=Ruminococcus albus (strain ATCC 27210 / DSM 20455 / JCM 14654 / NCDO 2250 / 7) OX=697329 GN=Rumal_0852 PE=1 SV=1	5ay9A,5aycA
FALSE	3.4,4.1,3.3,3.4,4.1,3.3	P16154	P16154 Toxin A OS=Clostridioides difficile OX=1496 GN=tcdA PE=1 SV=2	2f6eA,2g7cA,2g7cB,2qj6A,2qj6B,3ho6A,4dmvA,4dmwA,4nbxA,4nbzA,4nbzC,4r04A,5umiC,5uqkA,5uqlA
FALSE	4.1,3.1,3.3,5.3	P03069	P03069 General control transcription factor GCN4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN4 PE=1 SV=1	1llmC,1llmD,2ynyA,2ynzA,2ynzB,2yo0A,2yo1A,2yo1B,2yo1C,2yo2A,2yo3A,2yo3B,2yo3C
FALSE	4.4	Q921E6	Q921E6 Polycomb protein EED OS=Mus musculus OX=10090 GN=Eed PE=1 SV=1	2qxvA
FALSE	4.4	Q00610	Q00610 Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5	2xzgA,4g55A,6e4lA,6qnnA
FALSE	4.6	A4UA16	A4UA16 N-acetyl-D-glucosamine 2-epimerase OS=Anabaena sp. CH1 OX=360069 GN=age PE=1 SV=1	2gz6A
FALSE	4.2	Q53UG7	Q53UG7 Fluorescent protein OS=Dipsastraea favus OX=1869259 GN=KikG PE=1 SV=1	1xssA
FALSE	3.1	P31489	P31489 Adhesin YadA OS=Yersinia enterocolitica OX=630 GN=yadA PE=1 SV=1	1p9hA
FALSE	4.4	O74965	O74965 Eukaryotic translation initiation factor 2A OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC4B4.04 PE=1 SV=1	3wj9A,3wj9B
FALSE	4.2	Q9U6Y8	Q9U6Y8 Red fluorescent protein drFP583 OS=Discosoma sp. OX=86600 PE=1 SV=1	1g7kA
FALSE	4.2	P16869	P16869 FhuE receptor OS=Escherichia coli (strain K12) OX=83333 GN=fhuE PE=1 SV=2	6e4vA
FALSE	4.9,4.9	P0DPR1	P0DPR1 Main hemagglutinin component type D OS=Clostridium botulinum D phage OX=29342 GN=ha-33 PE=1 SV=1	1qxmA
FALSE	4.1	Q8A861	Q8A861 L-Ala-D/L-Glu epimerase OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50) OX=226186 GN=BT_1313 PE=1 SV=1	3ijiA,3ijiB,3ijlA,3ijlB,3ijqA,3ijqB
FALSE	3.1,3.2	Q9F5I8	Q9F5I8 Iota-carrageenase OS=Alteromonas macleodii OX=28108 GN=cgiA PE=1 SV=1	1h80B,1ktwA,1ktwB,3lmwA
FALSE	3.4,4.4	P27378	P27378 Adsorption protein P2 OS=Enterobacteria phage PRD1 OX=10658 GN=II PE=1 SV=3	1n7uA,1n7vA
FALSE	4.2	Q97DZ9	Q97DZ9 UPF0311 protein CA_C3321 OS=Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787) OX=272562 GN=CA_C3321 PE=1 SV=1	3g7gA,3g7gD,3g7gF,3g7gH
FALSE	4.1	Q9RHA2	Q9RHA2 Fructose-1,6-bisphosphate aldolase OS=Thermus aquaticus OX=271 GN=fba PE=1 SV=1	1rv8A,1rv8B,1rv8C,1rv8D,1rvgA,1rvgB,1rvgC,1rvgD
FALSE	4.2	Q9JXV4	Q9JXV4 Factor H binding protein OS=Neisseria meningitidis serogroup B (strain MC58) OX=122586 GN=fhbP PE=1 SV=2	4aydC,4aydD,4aydF,4ayeC,4ayeD,4ayeF,5t5fA
FALSE	4.1	B4E5F5	B4E5F5 Dihydropteroate synthase OS=Burkholderia cenocepacia (strain ATCC BAA-245 / DSM 16553 / LMG 16656 / NCTC 13227 / J2315 / CF5610) OX=216591 GN=folP PE=1 SV=1	2y5jA
FALSE	4.1	A0A0H3JV42	A0A0H3JV42 Uncharacterized protein OS=Staphylococcus aureus (strain MW2) OX=196620 GN=MW0446 PE=1 SV=1	2gzxA,2gzxB
FALSE	3.6	C4M9R9	C4M9R9 Proliferating cell nuclear antigen OS=Entamoeba histolytica OX=5759 GN=EHI_128450 PE=1 SV=1	3p91A
FALSE	4.1	P9WND1	P9WND1 Dihydropteroate synthase OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=folP1 PE=1 SV=1	1eyeA
FALSE	4.1	Q9Y948	Q9Y948 Deoxyribose-phosphate aldolase OS=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) OX=272557 GN=deoC PE=1 SV=2	1n7kA,1n7kB
FALSE	4.4	G0SC29	G0SC29 Ribosome assembly protein 4 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=CTHT_0055700 PE=1 SV=2	4wjsA
FALSE	3.3	C3YZ59	C3YZ59 Leucine-rich repeat-containing protein Bf66946 OS=Branchiostoma floridae OX=7739 GN=BRAFLDRAFT_66946 PE=1 SV=1	4xsqA
FALSE	4.4,4.4	O88879	O88879 Apoptotic protease-activating factor 1 OS=Mus musculus OX=10090 GN=Apaf1 PE=1 SV=3	3sfzA,3shfA
FALSE	3.1,3.1,3.1,3.1	Q9ZFH0	Q9ZFH0 Mannuronan C5-epimerase AlgE6 OS=Azotobacter vinelandii OX=354 GN=algE6 PE=1 SV=1	2ml1A,2ml2A,2ml3A,5lw3A
FALSE	3.3	A8ITN7	A8ITN7 Flagellar associated protein OS=Chlamydomonas reinhardtii OX=3055 GN=FAP259 PE=1 SV=1	4uzyA
FALSE	3.1	O16119	O16119 Thermal hysteresis protein YL-1 OS=Tenebrio molitor OX=7067 PE=1 SV=1	1ezgA
FALSE	3.1	P14283	P14283 Pertactin autotransporter OS=Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251) OX=257313 GN=prn PE=1 SV=3	1dabA
FALSE	4.1	O30011	O30011 3-dehydroquinate dehydratase OS=Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16) OX=224325 GN=aroD PE=1 SV=1	2ox1A,2ox1B,2ox1C,2ox1D
FALSE	4.2	P83815	P83815 YceI domain-containing protein OS=Thermus thermophilus OX=274 PE=1 SV=1	1wubA
FALSE	4.2	P52644	P52644 Heat shock protein HslJ OS=Escherichia coli (strain K12) OX=83333 GN=hslJ PE=1 SV=1	2ktsA
FALSE	5.1	P26256	P26256 Annexin-B12 OS=Hydra vulgaris OX=6087 GN=ANXB12 PE=1 SV=1	1aeiA,1aeiB,1aeiC,1aeiD,1aeiE,1aeiF,1dm5A,1dm5B,1dm5C,1dm5D,1dm5E,1dm5F
FALSE	3.4	Q96PM5	Q96PM5 RING finger and CHY zinc finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RCHY1 PE=1 SV=1	2k2cA
FALSE	4.2	P58989	P58989 Crustacyanin-A1 subunit OS=Homarus gammarus OX=6707 PE=1 SV=1	1gkaA,1h91A,1h91B
FALSE	3.2	P23945	P23945 Follicle-stimulating hormone receptor OS=Homo sapiens OX=9606 GN=FSHR PE=1 SV=3	1xwdC,1xwdF,4ay9X,4ay9Y,4ay9Z
FALSE	4.1	Q9A1H8	Q9A1H8 Ribulose-phosphate 3-epimerase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=rpe PE=1 SV=1	2fliA,2fliB,2fliC,2fliD,2fliE,2fliF,2fliG,2fliH,2fliI,2fliJ,2fliK,2fliL
FALSE	4.2	P0A232	P0A232 Phospholipase A1 OS=Salmonella typhi OX=90370 GN=pldA PE=1 SV=1	7ezzA
FALSE	4.4	Q3S340	Q3S340 Neuraminidase OS=Influenza B virus (B/Perth/211/2001) OX=343983 GN=NA PE=1 SV=1	3k36B,3k37A,3k37B,3k38B,3k38C,3k38F,3k38G,3k38I,3k38K,3k38L,3k38M,3k38N,3k39M,3k3aB,3k3aC,3k3aD,3k3aE,3k3aF,3k3aG,3k3aI,3k3aJ,3k3aL,3k3aM,3k3aN,3k3aO
FALSE	3.3	Q9XSH5	Q9XSH5 Peptidyl-prolyl cis-trans isomerase FKBP5 OS=Saimiri boliviensis boliviensis OX=39432 GN=FKBP5 PE=1 SV=1	1kt1A
FALSE	3.1	Q7BCK4	Q7BCK4 Outer membrane protein IcsA autotransporter OS=Shigella flexneri OX=623 GN=icsA PE=1 SV=1	3ml3A
FALSE	3.3	P03420	P03420 Fusion glycoprotein F0 OS=Human respiratory syncytial virus A (strain A2) OX=11259 GN=F PE=1 SV=1	4mmrB
FALSE	3.1,3.1	G3M189	G3M189 Tailspike protein OS=Escherichia phage Cba120 OX=2886902 GN=orf210 PE=1 SV=1	4oj5A
FALSE	5.3	Q80X44	Q80X44 Zinc finger and BTB domain-containing protein 24 OS=Mus musculus OX=10090 GN=Zbtb24 PE=1 SV=1	6ml2A
FALSE	4.2	Q8T4U4	Q8T4U4 Red fluorescent protein zoanRFP OS=Zoanthus sp. SAL-2001 OX=175272 PE=1 SV=1	2fl1A
FALSE	4.5	Q9PP65	Q9PP65 UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168) OX=192222 GN=murA PE=1 SV=1	5ujsA
FALSE	3.2	P22027	P22027 ATP synthase subunit s, mitochondrial OS=Bos taurus OX=9913 GN=DMAC2L PE=1 SV=2	3dzeA,3e2jA,3e2jB,3e3zA,3e4gA
FALSE	4.1	P04789	P04789 Triosephosphate isomerase, glycosomal OS=Trypanosoma brucei brucei OX=5702 PE=1 SV=2	1ag1O,1ag1T,1dkwA,1dkwB,1iigA,1iigB,1iihA,1iihB,1kv5A,1kv5B,1ml1A,1ml1C,1ml1E,1ml1G,1ml1I,1ml1K,1mssA,1mssB,1tsiA,1tsiB,1ttiA,2j27A,2j27B,2v0tH,2v2cA,2v2dA,2v2hA,2v2hB,2v2hC,2veiA,2veiB,2veiC,2vekA,2vekB,2velA,2velB,2vemA,2vemB,2venA,2venB,2x16A,2x16B,2x1rA,2x1rB,2x1sA,2x1sB,2x1tA,2x1tB,2x1uA,2x1uB,2x2gA,2x2gB,2y70A,2y70B,2y70C,2y70D,3q37A,3q37B,3q37C,3q37D,3timA,4jeqC,4jeqD,4jeqE,4jeqF,4jeqH,4jeqI,4jeqJ,4jeqL,4pc8A,4pcfA,4pcfB,4pcfC,4timA,4timB,5i3fB,5i3fC,5i3gA,5i3gB,5i3gC,5i3hA,5i3hB,5i3iA,5i3iB,5i3iC,5i3iD,5i3jA,5i3jB,5i3kA,5i3kB,5i3kC,5i3kD,5timA,5timB,6timA,6timB
FALSE	3.1	Q9SU91	Q9SU91 Probable acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=LPXA PE=1 SV=1	3t57A
FALSE	4.2	K0V2D8	K0V2D8 Uncharacterized protein OS=Mycolicibacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841 OX=1214102 GN=MFORT_14352 PE=1 SV=1	5k21A
FALSE	3.3	Q9Y613	Q9Y613 FH1/FH2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FHOD1 PE=1 SV=3	3dadA,3dadB
FALSE	4.4	P38539	P38539 Methanol dehydrogenase [cytochrome c] subunit 1 OS=Methylophilus methylotrophus OX=17 PE=1 SV=2	1g72A,1g72C,2ad6A,2ad6C,2ad7A,2ad7C,2ad8A,2ad8C,4aahA,4aahC
FALSE	4.4	Q8UEU8	Q8UEU8 Uncharacterized protein Atu1656 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu1656 PE=1 SV=1	2ojhA
FALSE	5.5	P40189	P40189 Interleukin-6 receptor subunit beta OS=Homo sapiens OX=9606 GN=IL6ST PE=1 SV=2	1i1rA,1p9mA,3l5hA,3l5iA,3l5jA,3l5jB
FALSE	4.1	C7R2I5	C7R2I5 N-(5'-phosphoribosyl)anthranilate isomerase OS=Jonesia denitrificans (strain ATCC 14870 / DSM 20603 / BCRC 15368 / CIP 55.134 / JCM 11481 / NBRC 15587 / NCTC 10816 / Prevot 55134) OX=471856 GN=trpF PE=1 SV=1	4wuiA
FALSE	3.1	A0A6L7H2S4	A0A6L7H2S4 Maltose O-acetyltransferase OS=Bacillus anthracis OX=1392 GN=maa PE=1 SV=1	3hjjA,3hjjB,3hjjC,3igjC
FALSE	4.4,4.4	G0SCT7	G0SCT7 Uncharacterized protein OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=CTHT_0058380 PE=1 SV=1	5n1aA,5n1aB
FALSE	4.4	A1JMA5	A1JMA5 Oligogalacturonate lyase OS=Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081) OX=393305 GN=ogl PE=1 SV=1	3pe7A
FALSE	4.4	Q9GZS3	Q9GZS3 WD repeat-containing protein 61 OS=Homo sapiens OX=9606 GN=WDR61 PE=1 SV=1	3ow8A,3ow8B,3ow8C,3ow8D
FALSE	4.1	D2UDM3	D2UDM3 Dihydropteroate synthase OS=Xanthomonas albilineans (strain GPE PC73 / CFBP 7063) OX=380358 GN=folP PE=1 SV=1	6dayA
FALSE	4.4	E6UBR9	E6UBR9 Beta-1,4-mannooligosaccharide phosphorylase OS=Ruminococcus albus (strain ATCC 27210 / DSM 20455 / JCM 14654 / NCDO 2250 / 7) OX=697329 GN=Rumal_0099 PE=1 SV=1	5aydA,5aydB,5aydC,5aydD,5aydE,5aydF,5ayeA,5ayeB,5ayeC,5ayeD,5ayeE,5ayeF
FALSE	4.1	A8B3A8	A8B3A8 Triosephosphate isomerase OS=Rhipicephalus microplus OX=6941 GN=TIM PE=1 SV=1	3th6A,3th6B
FALSE	4.1	A0A0H3KH80	A0A0H3KH80 o-succinylbenzoate synthase OS=Staphylococcus aureus (strain Newman) OX=426430 GN=menC PE=1 SV=1	2olaA
FALSE	4.4,4.4	Q8TEQ6	Q8TEQ6 Gem-associated protein 5 OS=Homo sapiens OX=9606 GN=GEMIN5 PE=1 SV=3	5gxhA,5gxiA,5h1jA,5h1kA,5h1kB,5h1lA,5h1mA,5h3sA,5h3sB,5h3tA,5h3tB,5h3tC,5h3tD,5h3uA,5h3uB,5teeA,5tefA,5thaA
FALSE	4.4	O58323	O58323 Peptidase_S9 domain-containing protein OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=PH0594 PE=1 SV=1	4hxeB,4hxfB,4hxgA,4hxgB,4hxgC,4hxgD,4hxgE,4hxgF,4hxgG,4hxgH,4hxgI,4hxgJ,4hxgK,4hxgL
FALSE	2.2	P04115	P04115 Fibrinogen gamma chain OS=Petromyzon marinus OX=7757 GN=FGG PE=1 SV=1	1lwuC,1lwuF,1lwuI,1lwuL,1n73C,1n73F
FALSE	4.4	Q309D1	Q309D1 Lectin PVL (Fragment) OS=Lacrymaria velutina OX=71681 GN=pvl PE=1 SV=1	2bwmA,2bwrA,2bwrB,2c25A,2c25B,2c4dA,4up4A,4up4B
FALSE	4.4	Q92673	Q92673 Sortilin-related receptor OS=Homo sapiens OX=9606 GN=SORL1 PE=1 SV=2	3wsxA,3wsyA,3wszA
FALSE	4.2	C6KHT4	C6KHT4 Factor H-binding protein OS=Neisseria meningitidis OX=487 GN=fhbP PE=1 SV=1	4aynA,4aynB
FALSE	4.4	A6VIT4	A6VIT4 Pyrrolo-quinoline quinone OS=Methanococcus maripaludis (strain C7 / ATCC BAA-1331) OX=426368 GN=MmarC7_1297 PE=1 SV=1	3hxjA,3hxjB,3hxjC,3hxjD
FALSE	3.3	Q07866	Q07866 Kinesin light chain 1 OS=Homo sapiens OX=9606 GN=KLC1 PE=1 SV=2	3nf1A,5oj8A
FALSE	3.3	Q02790	Q02790 Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3	1p5qA,1p5qB,1p5qC,1qz2A,1qz2B,1qz2C
FALSE	3.1	Q5LIP7	Q5LIP7 Putative lipoprotein OS=Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / NCTC 9343 / Onslow) OX=272559 GN=BF9343_0200 PE=1 SV=1	3petA,3petB
FALSE	3.3	Q9DBG3	Q9DBG3 AP-2 complex subunit beta OS=Mus musculus OX=10090 GN=Ap2b1 PE=1 SV=1	6owoB,6oxlB
FALSE	3.1	P56220	P56220 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase OS=Unknown prokaryotic organism OX=2725 GN=dapD PE=1 SV=2	1kgqA,1kgtA,1tdtA,1tdtB,1tdtC,2tdtA,3tdtA
FALSE	4.1	A8TYI5	A8TYI5 Probable mandelate racemase OS=alpha proteobacterium BAL199 OX=331869 GN=BAL199_22462 PE=1 SV=1	3ugvA,3ugvB,3ugvC,3ugvD,3ugvE,3ugvF,3ugvG,3ugvH
FALSE	4.9	Q934G8	Q934G8 GlcNAc-alpha-1,4-Gal-releasing endo-beta-galactosidase OS=Clostridium perfringens OX=1502 GN=gngC PE=1 SV=1	1upsA
FALSE	4.1	Q186A6	Q186A6 3-dehydroquinate dehydratase OS=Clostridioides difficile (strain 630) OX=272563 GN=aroD PE=1 SV=2	3js3A,3js3B,3js3C,3js3D,4h3dA,4h3dB,4h3dC,4h3dD
FALSE	3.3	Q9ET47	Q9ET47 Espin OS=Mus musculus OX=10090 GN=Espn PE=1 SV=2	5et0A,5et0C,5et1A,5et1B
FALSE	4.1	P27859	P27859 3'-5' ssDNA/RNA exonuclease TatD OS=Escherichia coli (strain K12) OX=83333 GN=tatD PE=1 SV=3	1xwyA,4p5uA,4pe8A
FALSE	3.3	P24768	P24768 Kelch repeat and BTB domain-containing protein A55 OS=Vaccinia virus (strain Western Reserve) OX=10254 GN=KBTB1 PE=1 SV=1	6i2mA
FALSE	4.10	Q38720	Q38720 Jacalin OS=Artocarpus heterophyllus OX=3489 PE=1 SV=1	5bn6E,5bn6F,5bn6G,5bn6H
FALSE	4.4	Q92854	Q92854 Semaphorin-4D OS=Homo sapiens OX=9606 GN=SEMA4D PE=1 SV=1	1olzA,3ol2A
FALSE	4.1	Q21KE5	Q21KE5 Putative retaining b-glycosidase OS=Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024) OX=203122 GN=cel5F PE=1 SV=1	5a8mA,5a8mB,5a8mC,5a8nA,5a8oA,5a8pA,5a8qA,5a94A,5a94B,5a94F,5a95A
FALSE	4.4	P63244	P63244 Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3	4aowA,4aowB,4aowC,5a2qg,5flxg,5oa3g,6g5hg,6g5ig
FALSE	3.4	Q5SBN3	Q5SBN3 Dextransucrase OS=Limosilactobacillus reuteri OX=1598 PE=1 SV=1	4aygA,4aygB
FALSE	3.3,4.1	Q12395	Q12395 Defective in cullin neddylation protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DCN1 PE=1 SV=1	2is9A,3bq3A,3tdiA,3tdiB
FALSE	4.1	Q8ZLQ7	Q8ZLQ7 Putative N-acetylmannosamine-6-phosphate 2-epimerase 2 OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=nanE2 PE=1 SV=1	3igsA,3igsB
FALSE	4.4	E3PQS3	E3PQS3 Sucrose:(Sucrose/fructan) 6-fructosyltransferase OS=Pachysandra terminalis OX=74825 GN=6-SFT PE=1 SV=2	3ugfA,3ugfB,3uggA,3uggB,3ughA,3ughB
FALSE	3.3,3.3	P15705	P15705 Heat shock protein STI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STI1 PE=1 SV=1	3upvA,3uq3A
FALSE	4.4	P78406	P78406 mRNA export factor RAE1 OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1	3mmyA,3mmyC,3mmyE,3mmyG,4owrA
FALSE	4.2	P62965	P62965 Cellular retinoic acid-binding protein 1 OS=Mus musculus OX=10090 GN=Crabp1 PE=1 SV=2	1cbiA,1cbiB,1cbrA,1cbrB
FALSE	3.3	Q8SQV4	Q8SQV4 POSSIBLE PROTEIN OF NUCLEAR SCAFFOLD OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=ECU11_1160 PE=1 SV=1	3kaeA,3kaeB,3kaeC,3kaeD
FALSE	5.4	Q05546	Q05546 Tenascin-R OS=Rattus norvegicus OX=10116 GN=Tnr PE=1 SV=1	1tdqA
FALSE	4.1	Q9JZR4	Q9JZR4 4-hydroxy-tetrahydrodipicolinate synthase OS=Neisseria meningitidis serogroup B (strain MC58) OX=122586 GN=dapA PE=1 SV=1	3fluA,3fluB,3fluC,3fluD
FALSE	3.1	Q48245	Q48245 Vacuolating cytotoxin autotransporter OS=Helicobacter pylori OX=210 GN=vacA PE=1 SV=1	2qv3A
FALSE	3.2	P10775	P10775 Ribonuclease inhibitor OS=Sus scrofa OX=9823 GN=RNH1 PE=1 SV=1	1dfjI,2bnhA
FALSE	3.1	Q3SAG3	Q3SAG3 Inulin fructotransferase OS=Bacillus sp. snu-7 OX=159251 GN=ift PE=1 SV=1	2inuA,2inuB,2inuC
FALSE	4.10	Q53J09	Q53J09 Jacalin-like lectin OS=Ananas comosus OX=4615 GN=LOC109719601 PE=1 SV=1	6flwA
FALSE	3.3	B0VB33	B0VB33 Uncharacterized protein OS=Acinetobacter baumannii (strain AYE) OX=509173 GN=ABAYE2397 PE=1 SV=1	5d66A,5d66B
FALSE	3.1	Q5CS32	Q5CS32 Protein with 2 CAP (CARP) domains, possible adenyl cyclase-associated protein (Fragment) OS=Cryptosporidium parvum (strain Iowa II) OX=353152 GN=cgd5_440 PE=1 SV=1	2b0rA
FALSE	4.2	A6TB72	A6TB72 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) OX=272620 GN=yedD PE=1 SV=1	4hwmA
FALSE	4.4,3.4	B6A880	B6A880 Toxin subunit YenB OS=Yersinia entomophaga OX=935293 GN=yenB PE=1 SV=1	4iglA,4iglC,5kisA
FALSE	3.3	B2SU53	B2SU53 TAL effector protein PthXo1 OS=Xanthomonas oryzae pv. oryzae (strain PXO99A) OX=360094 GN=pthXo1 PE=1 SV=2	3ugmA
FALSE	3.6	P17917	P17917 Proliferating cell nuclear antigen OS=Drosophila melanogaster OX=7227 GN=PCNA PE=1 SV=2	4hk1A
FALSE	4.1	Q6MQC7	Q6MQC7 o-succinylbenzoate synthase OS=Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIMB 9529 / HD100) OX=264462 GN=menC PE=1 SV=1	3cawA,3cawB
FALSE	3.3	B6YTT4	B6YTT4 Uncharacterized protein OS=Thermococcus onnurineus (strain NA1) OX=523850 GN=TON_1535 PE=1 SV=1	3zpjA
FALSE	4.4	Q96MX6	Q96MX6 Dynein axonemal assembly factor 10 OS=Homo sapiens OX=9606 GN=DNAAF10 PE=1 SV=1	3i2nA
FALSE	3.2	P06396	P06396 Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1	4z94G
FALSE	4.4	Q7JUV6	Q7JUV6 GH06739p OS=Drosophila melanogaster OX=7227 GN=tn PE=1 SV=1	6d69A
FALSE	4.2	A5W3Z9	A5W3Z9 Protein involved in meta-pathway of phenol degradation-like protein OS=Pseudomonas putida (strain ATCC 700007 / DSM 6899 / BCRC 17059 / F1) OX=351746 GN=Pput_2725 PE=1 SV=1	4rl8A,4rl8C,4rl8D
FALSE	4.1	A4W7D6	A4W7D6 D-galactonate dehydratase family member Ent638_0932 OS=Enterobacter sp. (strain 638) OX=399742 GN=Ent638_0932 PE=1 SV=1	3tjiA,3tjiB,3tjiC
FALSE	4.1	Q9PIF1	Q9PIF1 Tryptophan synthase alpha chain OS=Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168) OX=192222 GN=trpA PE=1 SV=1	3thaA,3thaB
FALSE	4.4	A7LR39	A7LR39 IPT/TIG domain protein OS=Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153) OX=411476 GN=BACOVA_00264 PE=1 SV=1	4hw6A,4hw6B,4hw6C,4hw6D
FALSE	5.2	P08603	P08603 Complement factor H OS=Homo sapiens OX=9606 GN=CFH PE=1 SV=4	2uwnA,2v8eA,2wiiC,5o32C,5o32G,5o35C
FALSE	4.4	P06820	P06820 Neuraminidase OS=Influenza A virus (strain A/Tokyo/3/1967 H2N2) OX=380960 GN=NA PE=1 SV=2	1ingB,1inhA,1inxA,1ivcA,1ivdA,1ivdB,1ivgA,1ivgB
FALSE	3.1	E4S4B2	E4S4B2 Uncharacterized protein OS=Caldicellulosiruptor kristjanssonii (strain ATCC 700853 / DSM 12137 / I77R1B) OX=632335 GN=Calkr_0826 PE=1 SV=1	6n2bA
